tp,sex,edu,income,pipei
雷峰夕照,F,初中,44875,0.474
南屏晚钟,M,初中,30422,0.978
苏提春晓,F,大学及以上,44021,0.695
曲院风荷,M,初中,26994,0.288
平湖秋月,M,大学,8691,0.625
断桥残雪,M,初中,46168,0.926
花港观鱼,M,高中,8845,0.528
柳浪闻莺,M,大学及以上,29869,0.509
三潭印月,M,初中,38841,0.578
双峰插云,F,大学及以上,37064,0.795
雷峰夕照,F,高中,31924,0.518
南屏晚钟,F,大学及以上,23359,0.058
苏提春晓,M,大学及以上,13638,0.488
曲院风荷,M,高中,7009,0.594
平湖秋月,M,初中,39597,0.363
断桥残雪,M,初中,46859,0.764
花港观鱼,M,大学,23369,0.211
柳浪闻莺,M,初中,5191,0.425
三潭印月,F,大学,27803,0.021
双峰插云,M,高中,5116,0.115
雷峰夕照,F,大学,41117,0.479
南屏晚钟,F,大学及以上,19644,0.503
苏提春晓,M,大学及以上,30786,0.17
曲院风荷,F,大学,33566,0.084
平湖秋月,F,高中,11488,0.544
断桥残雪,M,大学,17607,0.072
花港观鱼,F,大学,12170,0.231
柳浪闻莺,M,高中,13642,0.618
三潭印月,M,大学及以上,10587,0.324
双峰插云,M,初中,18450,0.765
雷峰夕照,M,大学,6374,0.712
南屏晚钟,F,大学及以上,40635,0.495
苏提春晓,M,高中,36606,0.28
曲院风荷,M,初中,42360,0.396
平湖秋月,F,大学及以上,7832,0.651
断桥残雪,M,初中,37830,0.127
花港观鱼,M,大学,38993,0.849
柳浪闻莺,F,大学,20332,0.107
三潭印月,F,大学及以上,4233,0.687
双峰插云,M,大学及以上,25662,0.679
雷峰夕照,M,大学及以上,13335,0.465
南屏晚钟,M,大学及以上,3867,0.089
苏提春晓,F,高中,21513,0.62
曲院风荷,F,大学及以上,41250,0.303
平湖秋月,F,大学及以上,32965,0.981
断桥残雪,F,大学,19405,0.14
花港观鱼,F,初中,31815,0.624
柳浪闻莺,M,高中,14381,0.351
三潭印月,F,初中,14148,0.228
双峰插云,F,大学,39726,0.944
雷峰夕照,F,高中,49013,0.392
南屏晚钟,F,高中,4139,0.845
苏提春晓,F,大学,9313,0.356
曲院风荷,M,大学及以上,38558,0.681
平湖秋月,F,大学及以上,14827,0.084
断桥残雪,M,高中,13874,0.549
花港观鱼,F,高中,46821,0.836
柳浪闻莺,F,大学,20616,0.806
三潭印月,F,高中,12007,0.345
双峰插云,M,初中,6319,0.802
雷峰夕照,F,大学及以上,40592,0.737
南屏晚钟,F,高中,31757,0.751
苏提春晓,M,大学,47113,0.316
曲院风荷,F,大学,45922,0.02
平湖秋月,M,初中,4514,0.727
断桥残雪,F,初中,39663,0.702
花港观鱼,F,高中,18864,0.137
柳浪闻莺,F,大学及以上,49132,0.657
三潭印月,F,高中,22452,0.87
双峰插云,F,大学,41766,0.503
雷峰夕照,M,高中,40463,0.008
南屏晚钟,F,大学及以上,43933,0.561
苏提春晓,F,大学及以上,7581,0.988
曲院风荷,M,初中,26488,0.859
平湖秋月,M,大学及以上,32142,0.615
断桥残雪,M,大学,3148,0.811
花港观鱼,M,大学,11290,0.875
柳浪闻莺,M,大学,12151,0.654
三潭印月,M,大学及以上,14398,0.101
双峰插云,M,大学及以上,19101,0.047
雷峰夕照,F,大学及以上,45663,0.623
南屏晚钟,M,大学及以上,35364,0.552
苏提春晓,F,大学,8116,0.507
曲院风荷,M,高中,13209,0.379
平湖秋月,M,大学及以上,24633,0.907
断桥残雪,M,高中,3047,0.413
花港观鱼,F,大学,18640,0.987
柳浪闻莺,F,初中,9525,0.715
三潭印月,F,大学,7135,0.453
双峰插云,M,大学及以上,10125,0.353
雷峰夕照,M,大学及以上,24066,0.904
南屏晚钟,M,大学,45795,0.831
苏提春晓,M,初中,15965,0.863
曲院风荷,F,初中,47868,0.877
平湖秋月,M,初中,7761,0.185
断桥残雪,F,高中,31804,0.966
花港观鱼,M,高中,8095,0.034
柳浪闻莺,F,大学,30385,0.143
三潭印月,F,高中,34162,0.147
双峰插云,M,初中,7529,0.287
雷峰夕照,F,初中,44821,0.026
南屏晚钟,F,大学及以上,44986,0.708
苏提春晓,F,初中,31859,0.564
曲院风荷,F,大学及以上,30103,0.353
平湖秋月,F,高中,15088,0.206
断桥残雪,M,高中,24484,0.352
花港观鱼,F,大学及以上,4137,0.815
柳浪闻莺,M,大学,35847,0.338
三潭印月,M,高中,20124,0.863
双峰插云,F,初中,44874,0.6
雷峰夕照,F,大学及以上,22833,0.119
南屏晚钟,F,大学,36444,0.226
苏提春晓,F,初中,39401,0.133
曲院风荷,F,高中,36793,0.224
平湖秋月,F,高中,27497,0.675
断桥残雪,F,初中,9095,0.8
花港观鱼,F,大学,23528,0.074
柳浪闻莺,M,大学,24372,0.704
三潭印月,M,初中,45440,0.905
双峰插云,M,高中,44983,0.02
雷峰夕照,M,大学及以上,43282,0.809
南屏晚钟,F,大学及以上,21686,0.764
苏提春晓,M,高中,42609,0.942
曲院风荷,M,初中,41039,0.554
平湖秋月,F,大学,44135,0.409
断桥残雪,M,初中,12767,0.637
花港观鱼,M,大学及以上,36373,0.808
柳浪闻莺,M,高中,35967,0.667
三潭印月,F,高中,22650,0.903
双峰插云,M,高中,17217,0.933
雷峰夕照,F,大学及以上,11539,0.166
南屏晚钟,M,高中,49145,0.519
苏提春晓,F,高中,22118,0.794
曲院风荷,F,高中,30543,0.382
平湖秋月,M,初中,9127,0.267
断桥残雪,F,高中,10824,0.07
花港观鱼,F,高中,15209,0.514
柳浪闻莺,F,高中,46103,0.248
三潭印月,F,高中,19617,0.267
双峰插云,F,大学及以上,31406,0.242
雷峰夕照,M,高中,38580,0.097
南屏晚钟,M,大学及以上,40521,0.277
苏提春晓,F,大学及以上,47230,0.597
曲院风荷,F,高中,47757,0.647
平湖秋月,M,大学,42755,0.733
断桥残雪,F,大学及以上,8428,0.957
花港观鱼,F,大学及以上,21557,0.585
柳浪闻莺,M,高中,20078,0.952
三潭印月,F,高中,48211,0.688
双峰插云,F,大学,4952,0.019
雷峰夕照,M,大学,9916,0.201
南屏晚钟,F,初中,36633,0.007
苏提春晓,F,大学及以上,28595,0.523
曲院风荷,F,高中,37662,0.445
平湖秋月,F,高中,6023,0.965
断桥残雪,F,高中,41068,0.541
花港观鱼,F,高中,32915,0.521
柳浪闻莺,F,高中,23647,0.443
三潭印月,F,大学及以上,32510,0.617
双峰插云,F,初中,46308,0.071
雷峰夕照,M,大学及以上,38575,0.214
南屏晚钟,F,大学,18217,0.571
苏提春晓,M,大学及以上,12063,0.039
曲院风荷,M,大学,16484,0.296
平湖秋月,M,大学及以上,42524,0.482
断桥残雪,M,高中,33577,0.6
花港观鱼,M,大学,16731,0.441
柳浪闻莺,M,初中,30570,0.409
三潭印月,M,大学,20298,0.812
双峰插云,M,大学,49616,0.038
雷峰夕照,M,大学,3273,0.529
南屏晚钟,M,初中,22815,0.649
苏提春晓,M,高中,3040,0.191
曲院风荷,F,初中,42486,0.561
平湖秋月,F,大学,14006,0.996
断桥残雪,F,高中,10636,0.226
花港观鱼,M,初中,34122,0.849
柳浪闻莺,M,大学,35619,0.47
三潭印月,M,大学,32134,0.688
双峰插云,M,大学,30312,0.842
雷峰夕照,F,大学,45985,0.126
南屏晚钟,M,初中,46369,0.038
苏提春晓,F,高中,46153,0.378
曲院风荷,M,高中,43447,0.264
平湖秋月,M,大学,29642,0.434
断桥残雪,M,大学及以上,28772,0.638
花港观鱼,M,大学,7223,0.612
柳浪闻莺,F,大学,36173,0.822
三潭印月,F,初中,23556,0.388
双峰插云,F,大学及以上,28222,0.567
雷峰夕照,M,大学及以上,39085,0.183
南屏晚钟,M,大学及以上,40138,0.015
苏提春晓,F,高中,40969,0.629
曲院风荷,M,初中,34076,0.659
平湖秋月,M,高中,45847,0.06
断桥残雪,M,大学,46715,0.895
花港观鱼,F,大学及以上,32829,0.593
柳浪闻莺,M,大学及以上,25604,0.432
三潭印月,M,初中,16190,0.239
双峰插云,F,大学及以上,26324,0.82
雷峰夕照,M,初中,21409,0.293
南屏晚钟,F,大学,32750,0.678
苏提春晓,M,大学,46448,0.452
曲院风荷,M,初中,40936,0.024
平湖秋月,M,大学,15552,0.176
断桥残雪,M,大学及以上,27776,0.147
花港观鱼,F,初中,20762,0.593
柳浪闻莺,F,初中,3602,0.643
三潭印月,M,大学,8938,0.355
双峰插云,M,大学及以上,18817,0.55
雷峰夕照,F,高中,16798,0.952
南屏晚钟,M,大学,32253,0.798
苏提春晓,M,高中,36903,0.986
曲院风荷,F,大学,37512,0.737
平湖秋月,M,初中,4847,0.008
断桥残雪,M,初中,5924,0.556
花港观鱼,M,大学,10957,0.161
柳浪闻莺,M,大学及以上,28794,0.11
三潭印月,F,大学,3078,0.869
双峰插云,F,大学,15645,0.253
雷峰夕照,F,高中,11766,0.736
南屏晚钟,F,初中,27620,0.681
苏提春晓,F,高中,22099,0.559
曲院风荷,M,大学,11317,0.739
平湖秋月,M,高中,35397,0.96
断桥残雪,F,高中,7794,0.061
花港观鱼,M,大学及以上,45315,0.288
柳浪闻莺,M,大学,40351,0.841
三潭印月,F,初中,30478,0.597
双峰插云,F,大学,47267,0.856
雷峰夕照,M,大学及以上,4040,0.908
南屏晚钟,F,高中,20946,0.709
苏提春晓,M,高中,28974,0.186
曲院风荷,F,初中,34975,0.543
平湖秋月,M,大学,45782,0.883
断桥残雪,M,大学,34920,0.877
花港观鱼,M,大学,36519,0.03
柳浪闻莺,F,大学,37967,0.71
三潭印月,M,大学,48409,0.531
双峰插云,M,大学及以上,44959,0.918
雷峰夕照,M,大学及以上,40428,0.275
南屏晚钟,M,初中,12415,0.064
苏提春晓,F,大学及以上,30049,0.699
曲院风荷,M,高中,10374,0.8
平湖秋月,M,大学,4465,0.049
断桥残雪,M,初中,39297,0.601
花港观鱼,M,高中,21771,0.372
柳浪闻莺,M,大学及以上,20471,0.234
三潭印月,F,大学,41632,0.203
双峰插云,M,大学,39197,0.04
雷峰夕照,M,大学,27958,0.323
南屏晚钟,F,高中,41422,0.237
苏提春晓,F,初中,8938,0.161
曲院风荷,M,初中,9524,0.577
平湖秋月,F,初中,17588,0.607
断桥残雪,M,大学及以上,7778,0.156
花港观鱼,M,初中,13154,0.032
柳浪闻莺,F,大学,28588,0.93
三潭印月,M,大学,35212,0.166
双峰插云,F,初中,21470,0.017
雷峰夕照,M,大学,21372,0.438
南屏晚钟,F,大学及以上,35025,0.681
苏提春晓,F,高中,18707,0.694
曲院风荷,M,高中,8341,0.857
平湖秋月,F,大学,7221,0.077
断桥残雪,M,大学及以上,25841,0.474
花港观鱼,M,初中,26130,0.655
柳浪闻莺,M,大学,40664,0.08
三潭印月,F,高中,20369,0.672
双峰插云,F,大学及以上,19157,0.991
雷峰夕照,F,大学,15446,0.924
南屏晚钟,F,大学及以上,33383,0.277
苏提春晓,F,大学,24443,0.307
曲院风荷,F,大学及以上,38670,0.375
平湖秋月,F,高中,29909,0.816
断桥残雪,M,高中,43776,0.224
花港观鱼,F,高中,33620,0.783
柳浪闻莺,M,高中,31489,0.318
三潭印月,M,初中,4018,0.848
双峰插云,F,高中,43553,0.571
雷峰夕照,M,大学,25919,0.687
南屏晚钟,M,高中,37119,0.237
苏提春晓,M,大学,4841,0.947
曲院风荷,F,大学及以上,8161,0.172
平湖秋月,M,大学及以上,26677,0.713
断桥残雪,M,高中,31540,0.339
花港观鱼,M,大学及以上,26628,0.222
柳浪闻莺,F,初中,49980,0.073
三潭印月,F,大学及以上,13736,0.315
双峰插云,F,大学及以上,43674,0.039
雷峰夕照,F,高中,11573,0.906
南屏晚钟,F,初中,19129,0.741
苏提春晓,M,大学及以上,17953,0.626
曲院风荷,M,大学及以上,41707,0.509
平湖秋月,F,高中,14752,0.194
断桥残雪,F,大学及以上,46684,0.078
花港观鱼,M,高中,4034,0.697
柳浪闻莺,F,初中,34453,0.288
三潭印月,M,大学及以上,36319,0.806
双峰插云,M,大学及以上,4773,0.88
雷峰夕照,M,高中,12468,0.128
南屏晚钟,F,高中,33946,0.139
苏提春晓,M,高中,5035,0.879
曲院风荷,M,大学及以上,38339,0.583
平湖秋月,F,高中,15166,0.504
断桥残雪,F,大学及以上,37440,0.448
花港观鱼,M,大学及以上,29073,0.794
柳浪闻莺,F,大学,35353,0.522
三潭印月,F,大学,35712,0.363
双峰插云,M,初中,23437,0.299
雷峰夕照,F,大学及以上,5306,0.273
南屏晚钟,F,大学及以上,3278,0.653
苏提春晓,M,初中,6509,0.416
曲院风荷,F,大学,37444,0.175
平湖秋月,M,大学及以上,42666,0.778
断桥残雪,F,初中,5040,0.202
花港观鱼,M,大学,18242,0.998
柳浪闻莺,M,大学,29837,0.852
三潭印月,M,高中,18992,0.4
双峰插云,F,高中,20557,0.033
雷峰夕照,F,大学,19793,0.287
南屏晚钟,F,高中,28230,0.77
苏提春晓,M,大学及以上,11798,0.041
曲院风荷,F,高中,22443,0.75
平湖秋月,M,高中,25407,0.565
断桥残雪,M,初中,11819,0.043
花港观鱼,M,高中,22012,0.34
柳浪闻莺,M,大学及以上,23080,0.33
三潭印月,F,高中,6440,0.638
双峰插云,M,大学,13895,0.643
雷峰夕照,F,大学及以上,26236,0.914
南屏晚钟,F,大学,12788,0.171
苏提春晓,F,大学及以上,40084,0.184
曲院风荷,F,高中,33358,0.892
平湖秋月,F,大学,40151,0.444
断桥残雪,M,高中,5913,0.928
花港观鱼,M,大学及以上,33126,0.341
柳浪闻莺,M,初中,13210,0.292
三潭印月,M,大学,33872,0.751
双峰插云,F,大学及以上,11377,0.257
雷峰夕照,F,大学,30190,0.05
南屏晚钟,M,大学,21417,0.589
苏提春晓,F,大学及以上,29130,0.764
曲院风荷,F,初中,10636,0.287
平湖秋月,M,初中,14663,0.969
断桥残雪,M,大学,26807,0.889
花港观鱼,M,大学及以上,8797,0.771
柳浪闻莺,F,高中,43767,0.273
三潭印月,M,大学,49068,0.084
双峰插云,F,高中,8028,0.149
雷峰夕照,F,高中,10827,0.091
南屏晚钟,F,高中,33537,0.859
苏提春晓,M,大学及以上,25019,0.662
曲院风荷,F,大学及以上,35529,0.684
平湖秋月,M,初中,46198,0.938
断桥残雪,F,大学,28064,0.215
花港观鱼,M,大学及以上,49201,0.227
柳浪闻莺,F,初中,16901,0.214
三潭印月,F,大学,34371,0.847
双峰插云,M,初中,14264,0.254
雷峰夕照,F,高中,24317,0.142
南屏晚钟,M,大学,43471,0.858
苏提春晓,M,初中,28461,0.623
曲院风荷,M,大学,13660,0.139
平湖秋月,F,初中,40422,0.203
断桥残雪,F,大学,6818,0.138
花港观鱼,F,大学,29409,0.749
柳浪闻莺,M,大学及以上,9063,0.102
三潭印月,M,大学及以上,30505,0.236
双峰插云,M,大学,48131,0.516
雷峰夕照,M,大学,49805,0.285
南屏晚钟,M,初中,15569,0.805
苏提春晓,F,高中,29984,0.453
曲院风荷,F,高中,14045,0.751
平湖秋月,M,大学及以上,14023,0.028
断桥残雪,F,大学及以上,27412,0.788
花港观鱼,F,初中,29254,0.447
柳浪闻莺,M,大学,18284,0.493
三潭印月,F,高中,28341,0.411
双峰插云,F,高中,12936,0.108
雷峰夕照,M,大学及以上,25527,0.911
南屏晚钟,F,高中,17791,0.622
苏提春晓,M,高中,9385,0.955
曲院风荷,M,大学,26032,0.521
平湖秋月,F,大学,15061,0.758
断桥残雪,M,初中,49480,0.708
花港观鱼,M,初中,26655,0.67
柳浪闻莺,F,大学及以上,35521,0.707
三潭印月,M,初中,13215,0.2
双峰插云,M,大学,6158,0.472
雷峰夕照,M,初中,21022,0.185
南屏晚钟,F,大学及以上,23008,0.683
苏提春晓,M,初中,11268,0.419
曲院风荷,F,初中,8631,0.085
平湖秋月,F,大学,21729,0.764
断桥残雪,M,大学,14607,0.379
花港观鱼,M,高中,9647,0.655
柳浪闻莺,M,大学,41236,0.146
三潭印月,F,大学,23792,0.582
双峰插云,M,初中,11370,0.755
雷峰夕照,M,初中,47432,0.04
南屏晚钟,M,高中,40394,0.461
苏提春晓,F,高中,23102,0.818
曲院风荷,M,高中,47714,0.378
平湖秋月,F,初中,28136,0.005
断桥残雪,F,大学,43470,0.374
花港观鱼,F,初中,22950,0.83
柳浪闻莺,F,大学,46110,0.26
三潭印月,M,高中,33279,0.16
双峰插云,M,高中,11156,0.229
雷峰夕照,F,初中,38975,0.4
南屏晚钟,M,大学及以上,27905,0.597
苏提春晓,M,初中,47046,0.368
曲院风荷,F,高中,8327,0.907
平湖秋月,M,大学,22017,0.87
断桥残雪,F,大学,18506,0.793
花港观鱼,F,初中,42635,0.45
柳浪闻莺,M,初中,33592,0.361
三潭印月,M,初中,37249,0.119
双峰插云,M,大学,43542,0.297
雷峰夕照,F,高中,37575,0.062
南屏晚钟,M,大学及以上,29285,0.735
苏提春晓,M,初中,23547,0.602
曲院风荷,F,大学,20795,0.143
平湖秋月,F,大学,15433,0.416
断桥残雪,M,初中,25251,0.287
花港观鱼,F,初中,38908,0.746
柳浪闻莺,F,初中,18173,0.075
三潭印月,F,大学及以上,11482,0.911
双峰插云,F,大学及以上,32895,0.657
雷峰夕照,F,高中,33459,0.984
南屏晚钟,F,大学,29697,0.2
苏提春晓,M,大学,30803,0.44
曲院风荷,F,初中,22966,0.871
平湖秋月,M,大学,19380,0.479
断桥残雪,M,大学,43333,0.328
花港观鱼,M,初中,41685,0.098
柳浪闻莺,M,大学及以上,4317,0.978
三潭印月,M,初中,46149,0.585
双峰插云,F,初中,41858,0.981
雷峰夕照,F,初中,45008,0.125
南屏晚钟,M,初中,29272,0.099
苏提春晓,F,大学及以上,29185,0.728
曲院风荷,F,初中,11171,0.955
平湖秋月,F,大学及以上,40252,0.097
断桥残雪,F,初中,4163,0.133
花港观鱼,F,大学及以上,24316,0.127
柳浪闻莺,F,大学,42726,0.524
三潭印月,F,大学及以上,14668,0.155
双峰插云,M,大学,34529,0.493
雷峰夕照,M,大学,49278,0.648
南屏晚钟,F,大学及以上,31780,0.981
苏提春晓,F,高中,38358,0.887
曲院风荷,F,高中,22892,0.631
平湖秋月,M,高中,17345,0.691
断桥残雪,F,大学及以上,31806,0.996
花港观鱼,M,高中,12291,0.899
柳浪闻莺,M,大学,14863,0.447
三潭印月,F,高中,24673,0.554
双峰插云,F,高中,13576,0.76
雷峰夕照,M,大学及以上,20156,0.902
南屏晚钟,M,大学及以上,33502,0.073
苏提春晓,M,大学,19053,0.181
曲院风荷,M,大学及以上,43962,0.111
平湖秋月,M,大学,14129,0.932
断桥残雪,F,大学,3155,0.344
花港观鱼,M,大学及以上,11319,0.298
柳浪闻莺,F,初中,28562,0.312
三潭印月,M,高中,32873,0.933
双峰插云,M,初中,43167,0.452
雷峰夕照,F,初中,6767,0.52
南屏晚钟,F,大学,17308,0.169
苏提春晓,F,大学,37989,0.634
曲院风荷,F,大学及以上,49497,0.59
平湖秋月,M,高中,10593,0.83
断桥残雪,M,大学及以上,40876,0.579
花港观鱼,M,大学及以上,41455,0.474
柳浪闻莺,M,初中,7181,0.179
三潭印月,M,高中,42093,0.154
双峰插云,F,大学,12279,0.038
雷峰夕照,F,初中,10857,0.043
南屏晚钟,M,大学及以上,7613,0.187
苏提春晓,F,大学,21225,0.142
曲院风荷,F,初中,28501,0.254
平湖秋月,M,大学,36890,0.609
断桥残雪,F,大学,30227,0.881
花港观鱼,F,高中,39092,0.998
柳浪闻莺,M,大学及以上,13606,0.426
三潭印月,F,大学及以上,10178,0.023
双峰插云,F,高中,9760,0.05
雷峰夕照,M,大学,17157,0.037
南屏晚钟,M,高中,15750,0.133
苏提春晓,F,大学及以上,47360,0.135
曲院风荷,F,大学,40934,0.658
平湖秋月,M,高中,36586,0.284
断桥残雪,M,大学,12741,0.042
花港观鱼,F,初中,13292,0.155
柳浪闻莺,M,初中,19267,0.949
三潭印月,F,初中,12754,0.23
双峰插云,F,初中,14947,0.745
雷峰夕照,M,高中,29537,0.759
南屏晚钟,M,大学及以上,23070,0.742
苏提春晓,M,大学及以上,32299,0.776
曲院风荷,F,大学,38532,0.087
平湖秋月,M,大学及以上,44208,0.362
断桥残雪,F,初中,27445,0.759
花港观鱼,M,高中,19315,0.056
柳浪闻莺,M,大学及以上,21120,0.995
三潭印月,M,大学,40495,0.211
双峰插云,F,大学,43809,0.494
雷峰夕照,F,初中,33019,0.215
南屏晚钟,F,大学及以上,35316,0.792
苏提春晓,F,初中,24173,0.951
曲院风荷,M,大学及以上,22682,0.034
平湖秋月,F,大学及以上,32186,0.534
断桥残雪,F,大学及以上,36404,0.41
花港观鱼,M,初中,42719,0.515
柳浪闻莺,M,高中,22961,0.657
三潭印月,F,大学,31827,0.847
双峰插云,F,大学及以上,11838,0.046
雷峰夕照,F,大学及以上,40001,0.722
南屏晚钟,F,高中,3997,0.712
苏提春晓,M,初中,18548,0.757
曲院风荷,F,高中,39668,0.695
平湖秋月,F,高中,26568,0.304
断桥残雪,M,大学,21604,0.42
花港观鱼,F,大学及以上,47354,0.071
柳浪闻莺,M,大学,17955,0.903
三潭印月,M,初中,21594,0.478
双峰插云,F,大学,16351,0.91
雷峰夕照,M,大学及以上,21516,0.792
南屏晚钟,F,初中,24072,0.958
苏提春晓,F,初中,23008,0.153
曲院风荷,M,初中,13122,0.031
平湖秋月,F,高中,9318,0.078
断桥残雪,M,初中,14285,0.699
花港观鱼,F,高中,39900,0.679
柳浪闻莺,M,初中,49233,0.515
三潭印月,M,大学,29179,0.689
双峰插云,M,大学及以上,27926,0.915
雷峰夕照,M,初中,4727,0.981
南屏晚钟,M,初中,26372,0.625
苏提春晓,F,初中,45542,0.333
曲院风荷,M,大学及以上,48509,0.202
平湖秋月,M,大学,10294,0.875
断桥残雪,F,初中,7638,0.728
花港观鱼,M,大学及以上,38136,0.171
柳浪闻莺,F,大学,8458,0.818
三潭印月,F,初中,34565,0.501
双峰插云,M,高中,32425,0.226
雷峰夕照,F,高中,3738,0.697
南屏晚钟,F,大学,33386,0.073
苏提春晓,M,初中,15974,0.689
曲院风荷,M,高中,37555,0.292
平湖秋月,F,高中,45597,0.224
断桥残雪,M,大学及以上,3133,0.586
花港观鱼,M,初中,17366,0.066
柳浪闻莺,F,大学,28526,0.147
三潭印月,M,初中,18469,0.907
双峰插云,F,大学及以上,49748,0.805
雷峰夕照,M,高中,24313,0.433
南屏晚钟,M,大学及以上,41115,0.04
苏提春晓,F,高中,3989,0.968
曲院风荷,F,大学及以上,49847,0.464
平湖秋月,F,初中,28497,0.553
断桥残雪,F,大学及以上,43901,0.472
花港观鱼,M,初中,13708,0.742
柳浪闻莺,M,高中,5689,0.833
三潭印月,F,初中,14960,0.702
双峰插云,M,高中,12221,0.108
雷峰夕照,M,大学及以上,49135,0.008
南屏晚钟,F,高中,36391,0.09
苏提春晓,F,大学,14761,0.991
曲院风荷,F,高中,13037,0.16
平湖秋月,M,高中,30884,0.912
断桥残雪,M,初中,29977,0.33
花港观鱼,F,大学,45272,0.001
柳浪闻莺,M,大学及以上,23088,0.529
三潭印月,M,初中,23634,0.504
双峰插云,F,高中,19717,0.534
雷峰夕照,F,初中,34674,0.532
南屏晚钟,M,大学及以上,28547,0.761
苏提春晓,M,大学及以上,14169,0.554
曲院风荷,F,大学及以上,16110,0.101
平湖秋月,M,大学,29955,0.143
断桥残雪,M,大学,7853,0.087
花港观鱼,F,大学,43522,0.942
柳浪闻莺,F,高中,28869,0.199
三潭印月,M,高中,9529,0.865
双峰插云,F,大学及以上,22554,0.047
雷峰夕照,M,初中,44770,0.315
南屏晚钟,F,高中,20012,0.704
苏提春晓,M,初中,48323,0.921
曲院风荷,F,初中,49244,0.782
平湖秋月,F,初中,3776,0.329
断桥残雪,F,初中,42722,0.121
花港观鱼,M,大学,18482,0.562
柳浪闻莺,M,初中,28996,0.157
三潭印月,F,初中,28508,0.051
双峰插云,F,大学,37341,0.435
雷峰夕照,F,初中,44214,0.992
南屏晚钟,F,初中,44783,0.691
苏提春晓,F,大学,12884,0.185
曲院风荷,F,大学,18860,0.829
平湖秋月,M,大学,44215,0.271
断桥残雪,M,初中,7283,0.792
花港观鱼,F,大学及以上,41035,0.456
柳浪闻莺,M,大学及以上,10655,0.435
三潭印月,M,初中,32782,0.782
双峰插云,M,初中,25169,0.973
雷峰夕照,M,大学,24656,0.243
南屏晚钟,F,大学及以上,30408,0.562
苏提春晓,M,高中,27592,0.141
曲院风荷,M,初中,42717,0.684
平湖秋月,M,大学及以上,27665,0.442
断桥残雪,F,初中,16789,0.539
花港观鱼,M,高中,38729,0.109
柳浪闻莺,F,大学,35425,0.583
三潭印月,M,高中,35895,0.538
双峰插云,F,大学及以上,14060,0.565
雷峰夕照,F,大学,12556,0.39
南屏晚钟,F,大学,35179,0.707
苏提春晓,F,初中,28031,0.145
曲院风荷,M,大学及以上,23856,0.222
平湖秋月,M,大学,10717,0.48
断桥残雪,F,大学,39345,0.83
花港观鱼,M,大学,3164,0.405
柳浪闻莺,M,初中,9311,0.707
三潭印月,F,大学,19721,0.568
双峰插云,F,大学,23918,0.79
雷峰夕照,F,大学,44729,0.599
南屏晚钟,M,高中,22802,0.928
苏提春晓,M,大学,25188,0.589
曲院风荷,F,大学及以上,6874,0.806
平湖秋月,M,高中,3563,0.098
断桥残雪,F,初中,12020,0.032
花港观鱼,F,大学及以上,31320,0.744
柳浪闻莺,F,大学及以上,33878,0.858
三潭印月,M,初中,11443,0.68
双峰插云,M,大学及以上,15761,0.615
雷峰夕照,M,高中,6690,0.608
南屏晚钟,M,大学,16298,0.891
苏提春晓,F,大学,49356,0.159
曲院风荷,M,高中,5344,0.431
平湖秋月,F,初中,48432,0.777
断桥残雪,M,大学及以上,38523,0.992
花港观鱼,F,初中,5944,0.553
柳浪闻莺,M,初中,23578,0.302
三潭印月,M,大学及以上,14768,0.323
双峰插云,F,大学及以上,35724,0.554
雷峰夕照,F,大学,41970,0.241
南屏晚钟,M,高中,18183,0.651
苏提春晓,M,大学及以上,16302,0.3
曲院风荷,M,初中,49984,0.516
平湖秋月,M,初中,19075,0.172
断桥残雪,M,高中,18131,0.951
花港观鱼,F,大学及以上,42703,0.185
柳浪闻莺,F,初中,8407,0.376
三潭印月,F,大学,6070,0.635
双峰插云,F,高中,10105,0.789
雷峰夕照,M,高中,29278,0.907
南屏晚钟,F,大学及以上,31854,0.791
苏提春晓,M,大学,5359,0.005
曲院风荷,F,高中,37087,0.246
平湖秋月,F,高中,28669,0.873
断桥残雪,F,大学,25595,0.205
花港观鱼,F,高中,29884,0.38
柳浪闻莺,F,初中,12843,0.106
三潭印月,M,大学及以上,45659,0.837
双峰插云,M,大学,28405,0.556
雷峰夕照,F,高中,4900,0.238
南屏晚钟,M,高中,22291,0.935
苏提春晓,F,高中,38749,0.528
曲院风荷,M,初中,47315,0.37
平湖秋月,M,初中,3871,0.961
断桥残雪,F,大学及以上,34297,0.567
花港观鱼,F,初中,23609,0.952
柳浪闻莺,M,初中,47405,0.709
三潭印月,F,高中,40432,0.781
双峰插云,F,大学,39204,0.796
雷峰夕照,M,大学及以上,17985,0.226
南屏晚钟,M,高中,7101,0.674
苏提春晓,M,高中,34912,0.768
曲院风荷,F,初中,29346,0.154
平湖秋月,M,初中,4270,0.22
断桥残雪,M,初中,13412,0.755
花港观鱼,F,初中,36067,0.659
柳浪闻莺,F,大学,25755,0.035
三潭印月,F,大学及以上,47824,0.874
双峰插云,F,大学,46579,0.313
雷峰夕照,F,大学,12379,0.16
南屏晚钟,F,大学,46180,0.878
苏提春晓,F,大学及以上,49049,0.23
曲院风荷,F,初中,24072,0.093
平湖秋月,M,初中,27015,0.268
断桥残雪,M,大学及以上,10297,0.58
花港观鱼,F,大学及以上,27972,0.854
柳浪闻莺,F,大学,44228,0.177
三潭印月,M,大学及以上,39516,0.332
双峰插云,M,初中,37166,0.385
