tp,sex,edu,income,pipei
双峰插云,M,大学及以上,37849,0.801
雷峰夕照,F,大学及以上,28599,0.341
南屏晚钟,F,高中,12493,0.087
苏提春晓,M,大学及以上,28932,0.907
曲院风荷,F,初中,34188,0.153
平湖秋月,M,大学,33143,0.883
断桥残雪,F,大学及以上,8595,0.934
花港观鱼,F,大学及以上,38716,0.117
柳浪闻莺,F,大学,44340,0.677
三潭印月,M,高中,20576,0.831
双峰插云,M,高中,42729,0.557
雷峰夕照,M,初中,3732,0.01
南屏晚钟,F,高中,7059,0.472
苏提春晓,M,初中,23181,0.458
曲院风荷,F,大学,45503,0.347
平湖秋月,F,大学,31676,0.089
断桥残雪,M,初中,34623,0.919
花港观鱼,M,大学及以上,41181,0.784
柳浪闻莺,M,大学,15555,0.572
三潭印月,F,大学,36012,0.586
双峰插云,F,大学及以上,12630,0.088
雷峰夕照,M,大学及以上,31910,0.251
南屏晚钟,M,高中,35215,0.257
苏提春晓,F,大学,26837,0.015
曲院风荷,M,大学及以上,13642,0.412
平湖秋月,M,大学及以上,22641,0.096
断桥残雪,M,大学,19737,0.383
花港观鱼,F,初中,46799,0.836
柳浪闻莺,M,高中,38519,0.511
三潭印月,M,大学及以上,15090,0.591
双峰插云,M,高中,31995,0.151
雷峰夕照,M,大学及以上,47872,0.191
南屏晚钟,F,大学及以上,32019,0.437
苏提春晓,M,初中,28865,0.843
曲院风荷,F,大学,39819,0.361
平湖秋月,M,初中,26457,0.052
断桥残雪,M,初中,13757,0.739
花港观鱼,M,大学,17323,0.002
柳浪闻莺,M,初中,7616,0.846
三潭印月,F,大学,25363,0.156
双峰插云,M,高中,30078,0.712
雷峰夕照,M,大学,27288,0.913
南屏晚钟,F,初中,3152,0.937
苏提春晓,F,大学,10242,0.271
曲院风荷,F,高中,16188,0.183
平湖秋月,F,初中,30010,0.798
断桥残雪,F,高中,16648,0.963
花港观鱼,F,大学,43931,0.01
柳浪闻莺,F,大学,37885,0.094
三潭印月,F,大学及以上,22524,0.062
双峰插云,M,大学,7854,0.19
雷峰夕照,M,大学及以上,46173,0.116
南屏晚钟,M,初中,10320,0.878
苏提春晓,M,高中,17320,0.929
曲院风荷,M,大学,40006,0.922
平湖秋月,F,初中,18495,0.65
断桥残雪,M,高中,6586,0.289
花港观鱼,M,大学及以上,23212,0.692
柳浪闻莺,F,大学,24513,0.858
三潭印月,F,高中,30955,0.347
双峰插云,M,大学及以上,42922,0.242
雷峰夕照,F,大学,37640,0.14
南屏晚钟,M,高中,31417,0.488
苏提春晓,M,大学及以上,47169,0.393
曲院风荷,F,高中,36004,0.666
平湖秋月,F,初中,13543,0.535
断桥残雪,F,大学及以上,30115,0.142
花港观鱼,F,高中,40724,0.324
柳浪闻莺,F,高中,46343,0.48
三潭印月,M,高中,40695,0.773
双峰插云,M,大学及以上,9338,0.091
雷峰夕照,M,初中,44601,0.6
南屏晚钟,M,大学,41866,0.957
苏提春晓,F,大学及以上,20735,0.98
曲院风荷,M,大学,4103,0.981
平湖秋月,F,初中,47309,0.953
断桥残雪,M,大学,48679,0.164
花港观鱼,M,初中,41029,0.432
柳浪闻莺,M,初中,41584,0.112
三潭印月,M,大学,48452,0.562
双峰插云,F,初中,20582,0.319
雷峰夕照,M,初中,5948,0.279
南屏晚钟,F,大学及以上,41251,0.855
苏提春晓,M,大学及以上,15832,0.38
曲院风荷,F,初中,32655,0.346
平湖秋月,M,高中,29105,0.28
断桥残雪,M,大学及以上,26471,0.879
花港观鱼,F,高中,16581,0.64
柳浪闻莺,M,初中,11143,0.921
三潭印月,M,初中,47916,0.713
双峰插云,M,大学及以上,18685,0.379
雷峰夕照,M,大学及以上,34906,0.278
南屏晚钟,F,大学及以上,24986,0.665
苏提春晓,M,初中,12461,0.663
曲院风荷,F,大学及以上,39876,0.877
平湖秋月,M,初中,32600,0.157
断桥残雪,F,大学及以上,7179,0.318
花港观鱼,M,大学,48889,0.674
柳浪闻莺,F,初中,34404,0.329
三潭印月,M,大学及以上,27397,0.862
双峰插云,M,大学及以上,44490,0.071
雷峰夕照,F,高中,22933,0.667
南屏晚钟,F,初中,46954,0.747
苏提春晓,F,大学及以上,32463,0.885
曲院风荷,F,高中,6565,0.417
平湖秋月,F,初中,39662,0.689
断桥残雪,F,大学,22972,0.928
花港观鱼,F,高中,21699,0.264
柳浪闻莺,M,初中,8758,0.725
三潭印月,F,初中,17642,0.407
双峰插云,F,高中,46243,0.833
雷峰夕照,M,高中,16877,0.664
南屏晚钟,M,初中,34486,0.968
苏提春晓,M,大学及以上,45805,0.236
曲院风荷,F,大学,6544,0.745
平湖秋月,M,初中,47836,0.402
断桥残雪,M,大学,46512,0.164
花港观鱼,F,初中,33750,0.169
柳浪闻莺,F,大学及以上,45394,0.137
三潭印月,F,大学,14979,0.87
双峰插云,M,大学及以上,8446,0.029
雷峰夕照,F,大学,5443,0.014
南屏晚钟,F,高中,30974,0.099
苏提春晓,M,高中,42085,0.146
曲院风荷,M,初中,13400,0.984
平湖秋月,M,大学及以上,42125,0.959
断桥残雪,M,大学,8192,0.54
花港观鱼,M,高中,39221,0.833
柳浪闻莺,F,大学,5288,0.66
三潭印月,M,大学及以上,10588,0.073
双峰插云,F,大学及以上,22655,0.378
雷峰夕照,M,大学及以上,8420,0.719
南屏晚钟,F,大学,30008,0.199
苏提春晓,M,大学及以上,12450,0.951
曲院风荷,F,初中,14638,0.617
平湖秋月,M,初中,35499,0.939
断桥残雪,M,大学及以上,30834,0.704
花港观鱼,M,大学,47820,0.219
柳浪闻莺,M,初中,49511,0.119
三潭印月,F,大学,17759,0.845
双峰插云,M,高中,29730,0.941
雷峰夕照,M,初中,33003,0.917
南屏晚钟,F,大学及以上,35522,0.538
苏提春晓,F,大学及以上,6911,0.09
曲院风荷,M,高中,6550,0.402
平湖秋月,F,初中,3813,0.605
断桥残雪,M,高中,12614,0.796
花港观鱼,F,初中,33718,0.044
柳浪闻莺,F,大学及以上,35659,0.173
三潭印月,F,大学及以上,3638,0.21
双峰插云,F,高中,43819,0.53
雷峰夕照,M,大学,9058,0.591
南屏晚钟,F,大学,40591,0.469
苏提春晓,F,高中,29504,0.539
曲院风荷,F,大学及以上,30659,0.162
平湖秋月,M,大学及以上,11594,0.302
断桥残雪,M,高中,21319,0.358
花港观鱼,F,初中,5194,0.623
柳浪闻莺,F,高中,4935,0.874
三潭印月,M,大学及以上,24996,0.549
双峰插云,M,大学及以上,17954,0.472
雷峰夕照,M,初中,47166,0.833
南屏晚钟,F,高中,43437,0.385
苏提春晓,F,高中,38972,0.024
曲院风荷,M,高中,25725,0.088
平湖秋月,F,高中,8354,0.504
断桥残雪,M,大学,42114,0.805
花港观鱼,F,初中,11875,0.444
柳浪闻莺,F,高中,22071,0.143
三潭印月,F,高中,8266,0.281
双峰插云,F,初中,21797,0.94
雷峰夕照,M,初中,37766,0.447
南屏晚钟,F,高中,25667,0.04
苏提春晓,F,高中,38642,0.118
曲院风荷,F,大学,9368,0.696
平湖秋月,F,高中,21668,0.263
断桥残雪,M,大学,38924,0.147
花港观鱼,F,大学,7711,0.355
柳浪闻莺,F,高中,10104,0.097
三潭印月,F,高中,12694,0.237
双峰插云,F,大学,33688,0.157
雷峰夕照,F,高中,30562,0.22
南屏晚钟,F,大学及以上,19026,0.872
苏提春晓,F,初中,49416,0.081
曲院风荷,M,高中,31983,0.178
平湖秋月,F,高中,31003,0.826
断桥残雪,M,大学及以上,33730,0.514
花港观鱼,M,高中,36712,0.091
柳浪闻莺,F,大学及以上,20584,0.634
三潭印月,M,大学及以上,30689,0.354
双峰插云,M,高中,15988,0.81
雷峰夕照,M,大学及以上,28550,0.336
南屏晚钟,F,大学,41104,0.819
苏提春晓,F,大学及以上,36935,0.09
曲院风荷,F,高中,26563,0.903
平湖秋月,M,高中,26414,0.976
断桥残雪,F,大学及以上,29029,0.615
花港观鱼,F,大学,22291,0.725
柳浪闻莺,F,大学,23489,0.493
三潭印月,F,高中,14140,0.304
双峰插云,M,初中,36102,0.368
雷峰夕照,F,大学及以上,45528,0.752
南屏晚钟,F,高中,28022,0.719
苏提春晓,M,大学,49340,0.583
曲院风荷,M,大学及以上,27962,0.007
平湖秋月,F,初中,48387,0.912
断桥残雪,M,初中,7168,0.297
花港观鱼,F,初中,33473,0.579
柳浪闻莺,F,大学及以上,23730,0.388
三潭印月,F,大学及以上,20002,0.257
双峰插云,M,大学及以上,13620,0.662
雷峰夕照,F,大学,43704,0.76
南屏晚钟,F,高中,33134,0.402
苏提春晓,M,大学,20677,0.04
曲院风荷,F,大学,31676,0.232
平湖秋月,F,高中,5798,0.762
断桥残雪,F,高中,21166,0.288
花港观鱼,M,初中,11195,0.067
柳浪闻莺,M,大学及以上,10688,0.289
三潭印月,F,高中,3238,0.289
双峰插云,F,初中,49132,0.275
雷峰夕照,F,大学,7817,0.08
南屏晚钟,F,大学及以上,10646,0.926
苏提春晓,F,大学,19458,0.203
曲院风荷,F,大学,10824,0.872
平湖秋月,M,大学,29445,0.675
断桥残雪,F,大学,23483,0.211
花港观鱼,M,高中,24606,0.752
柳浪闻莺,F,初中,10444,0.196
三潭印月,F,初中,25177,0.954
双峰插云,F,初中,20253,0.174
雷峰夕照,M,初中,9364,0.842
南屏晚钟,M,大学及以上,49326,0.841
苏提春晓,F,大学及以上,32837,0.93
曲院风荷,M,初中,43797,0.346
平湖秋月,F,大学及以上,3746,0.142
断桥残雪,M,大学,3563,0.375
花港观鱼,F,大学及以上,38019,0.232
柳浪闻莺,M,大学及以上,46164,0.524
三潭印月,F,大学,32351,0.033
双峰插云,M,大学及以上,29410,0.282
雷峰夕照,F,初中,44407,0.854
南屏晚钟,F,大学,44049,0.187
苏提春晓,M,大学及以上,39283,0.19
曲院风荷,M,初中,29193,0.548
平湖秋月,F,大学及以上,40663,0.233
断桥残雪,M,大学,29349,0.384
花港观鱼,M,大学及以上,17220,0.479
柳浪闻莺,M,初中,34448,0.461
三潭印月,M,大学及以上,10499,0.249
双峰插云,M,高中,14898,0.53
雷峰夕照,F,大学及以上,25722,0.832
南屏晚钟,M,大学,19692,0.773
苏提春晓,F,大学及以上,27458,0.412
曲院风荷,M,高中,29504,0.527
平湖秋月,F,大学及以上,24082,0.863
断桥残雪,F,高中,20988,0.011
花港观鱼,M,大学及以上,24413,0.155
柳浪闻莺,M,大学,12603,0.15
三潭印月,F,大学,19112,0.964
双峰插云,F,大学及以上,6807,0.357
雷峰夕照,F,高中,49267,0.795
南屏晚钟,F,高中,44239,0.34
苏提春晓,F,高中,22528,0.701
曲院风荷,M,大学,8564,0.624
平湖秋月,F,大学及以上,37033,0.193
断桥残雪,F,大学,41260,0.679
花港观鱼,M,大学及以上,6031,0.532
柳浪闻莺,M,大学及以上,48457,0.633
三潭印月,F,高中,49313,0.348
双峰插云,M,大学,26305,0.022
雷峰夕照,M,大学,39291,0.969
南屏晚钟,F,大学及以上,47732,0.085
苏提春晓,M,大学及以上,49827,0.265
曲院风荷,M,大学,10446,0.597
平湖秋月,M,大学,42935,0.297
断桥残雪,M,大学,33912,0.011
花港观鱼,F,大学,15573,0.996
柳浪闻莺,M,大学,4295,0.823
三潭印月,F,大学,31464,0.646
双峰插云,F,高中,12325,0.673
雷峰夕照,M,高中,44978,0.118
南屏晚钟,M,初中,13999,0.318
苏提春晓,F,高中,7210,0.827
曲院风荷,F,初中,7452,0.049
平湖秋月,F,高中,36686,0.294
断桥残雪,M,高中,38256,0.833
花港观鱼,F,大学及以上,16410,0.979
柳浪闻莺,F,大学及以上,24951,0.418
三潭印月,F,高中,6427,0.13
双峰插云,M,高中,26923,0.455
雷峰夕照,M,高中,7278,0.218
南屏晚钟,M,初中,31781,0.793
苏提春晓,F,初中,46004,0.001
曲院风荷,M,初中,14874,0.407
平湖秋月,M,高中,15218,0.487
断桥残雪,F,大学及以上,16654,0.627
花港观鱼,M,大学,19733,0.134
柳浪闻莺,F,高中,40208,0.981
三潭印月,F,初中,42928,0.063
双峰插云,F,大学,20796,0.042
雷峰夕照,F,大学及以上,35950,0.984
南屏晚钟,F,初中,39233,0.041
苏提春晓,F,大学及以上,30473,0.511
曲院风荷,M,初中,31841,0.132
平湖秋月,F,大学及以上,5590,0.301
断桥残雪,F,高中,10438,0.297
花港观鱼,F,大学,7297,0.526
柳浪闻莺,M,大学,24720,0.571
三潭印月,F,初中,29081,0.229
双峰插云,M,初中,18324,0.518
雷峰夕照,F,大学及以上,45334,0.07
南屏晚钟,F,大学,28552,0.579
苏提春晓,F,高中,48541,0.978
曲院风荷,M,高中,47195,0.723
平湖秋月,M,大学,42373,0.805
断桥残雪,M,大学及以上,29914,0.122
花港观鱼,M,高中,5325,0.692
柳浪闻莺,F,初中,23298,0.661
三潭印月,F,初中,34329,0.759
双峰插云,F,初中,32652,0.053
雷峰夕照,F,大学及以上,5729,0.809
南屏晚钟,F,初中,15219,0.768
苏提春晓,F,大学及以上,41232,0.566
曲院风荷,F,初中,5469,0.305
平湖秋月,M,高中,4538,0.081
断桥残雪,M,大学,6295,0.846
花港观鱼,F,大学,6134,0.579
柳浪闻莺,M,高中,31260,0.463
三潭印月,M,高中,40353,0.24
双峰插云,F,初中,48653,0.475
雷峰夕照,F,初中,22847,0.685
南屏晚钟,M,大学,20995,0.633
苏提春晓,F,初中,3807,0.391
曲院风荷,F,高中,4366,0.825
平湖秋月,F,大学及以上,22187,0.992
断桥残雪,M,大学,38317,0.038
花港观鱼,M,高中,44133,0.186
柳浪闻莺,M,初中,14082,0.669
三潭印月,F,高中,21140,0.084
双峰插云,F,初中,48690,0.49
雷峰夕照,M,大学及以上,19425,0.554
南屏晚钟,M,高中,19631,0.679
苏提春晓,F,大学,6362,0.412
曲院风荷,F,初中,41842,0.35
平湖秋月,F,大学,11499,0.767
断桥残雪,M,大学,19357,0.182
花港观鱼,F,初中,26707,0.712
柳浪闻莺,F,大学,19522,0.267
三潭印月,F,大学,7731,0.429
双峰插云,F,高中,3243,0.145
雷峰夕照,M,大学及以上,12463,0.298
南屏晚钟,M,初中,10398,0.531
苏提春晓,M,初中,9520,0.846
曲院风荷,F,大学及以上,36019,0.32
平湖秋月,M,初中,42907,0.799
断桥残雪,F,初中,21674,0.341
花港观鱼,F,大学及以上,25993,0.706
柳浪闻莺,M,初中,36910,0.805
三潭印月,M,初中,41096,0.58
双峰插云,M,大学,37449,0.757
雷峰夕照,M,初中,42559,0.046
南屏晚钟,F,高中,17668,0.321
苏提春晓,M,高中,25555,0.265
曲院风荷,F,高中,43143,0.811
平湖秋月,M,大学及以上,22495,0.395
断桥残雪,M,高中,14252,0.482
花港观鱼,F,大学,34857,0.382
柳浪闻莺,F,大学及以上,22242,0.562
三潭印月,M,大学及以上,40416,0.803
双峰插云,F,大学及以上,25243,0.111
雷峰夕照,M,高中,42756,0.39
南屏晚钟,F,高中,49585,0.189
苏提春晓,F,初中,31829,0.116
曲院风荷,F,大学及以上,30025,0.629
平湖秋月,F,高中,4517,0.478
断桥残雪,M,大学及以上,41195,0.964
花港观鱼,M,初中,8726,0.38
柳浪闻莺,F,高中,18449,0.319
三潭印月,F,高中,32707,0.006
双峰插云,F,初中,38339,0.112
雷峰夕照,F,大学及以上,48537,0.656
南屏晚钟,M,大学,34194,0.005
苏提春晓,M,大学及以上,34420,0.155
曲院风荷,F,高中,15776,0.081
平湖秋月,F,大学及以上,41451,0.129
断桥残雪,F,初中,21080,0.645
花港观鱼,F,大学及以上,26512,0.797
柳浪闻莺,M,大学及以上,49523,0.569
三潭印月,F,大学及以上,20439,0.877
双峰插云,M,高中,43716,0.502
雷峰夕照,F,大学及以上,14375,0.439
南屏晚钟,M,大学,16891,0.516
苏提春晓,F,大学,13048,0.798
曲院风荷,M,大学,22249,0.45
平湖秋月,M,初中,11144,0.71
断桥残雪,F,大学及以上,40377,0.826
花港观鱼,M,初中,6826,0.424
柳浪闻莺,F,大学,5534,0.519
三潭印月,M,初中,8408,0.941
双峰插云,M,大学,6025,0.671
雷峰夕照,M,高中,16703,0.341
南屏晚钟,M,大学,46439,0.096
苏提春晓,F,初中,5817,0.921
曲院风荷,F,初中,7699,0.451
平湖秋月,M,高中,49476,0.101
断桥残雪,M,大学,14898,0.622
花港观鱼,M,高中,28385,0.85
柳浪闻莺,F,高中,30655,0.088
三潭印月,F,大学,17583,0.811
双峰插云,M,高中,32685,0.496
雷峰夕照,F,高中,22991,0.194
南屏晚钟,F,初中,21933,0.11
苏提春晓,M,大学及以上,19066,0.553
曲院风荷,F,初中,34173,0.075
平湖秋月,M,初中,9325,0.512
断桥残雪,M,初中,3327,0.813
花港观鱼,M,大学,8098,0.671
柳浪闻莺,F,高中,43630,0.954
三潭印月,M,高中,5385,0.161
双峰插云,F,大学,41512,0.629
雷峰夕照,M,大学,7879,0.395
南屏晚钟,F,大学及以上,5246,0.328
苏提春晓,M,大学,48619,0.52
曲院风荷,F,初中,44797,0.47
平湖秋月,F,初中,6892,0.314
断桥残雪,M,大学及以上,17544,0.557
花港观鱼,F,初中,22159,0.789
柳浪闻莺,M,大学,27729,0.368
三潭印月,M,高中,20893,0.586
双峰插云,F,高中,41938,0.884
雷峰夕照,M,大学,36130,0.663
南屏晚钟,M,高中,34276,0.932
苏提春晓,M,初中,48984,0.77
曲院风荷,M,高中,20732,0.294
平湖秋月,F,大学,36541,0.715
断桥残雪,F,高中,25510,0.017
花港观鱼,F,大学,42129,0.448
柳浪闻莺,M,高中,33564,0.729
三潭印月,M,高中,26716,0.021
双峰插云,F,高中,5163,0.299
雷峰夕照,F,高中,31431,0.236
南屏晚钟,M,初中,33663,0.185
苏提春晓,M,高中,12329,0.115
曲院风荷,M,初中,5601,0.956
平湖秋月,M,高中,28450,0.2
断桥残雪,F,大学,49520,0.016
花港观鱼,M,高中,29838,0.968
柳浪闻莺,F,大学,24557,0.207
三潭印月,F,初中,9849,0.782
双峰插云,M,初中,26530,0.206
雷峰夕照,F,大学及以上,12785,0.867
南屏晚钟,F,高中,28733,0.984
苏提春晓,M,初中,3887,0.844
曲院风荷,F,大学,11190,0.965
平湖秋月,M,初中,47438,0.456
断桥残雪,F,初中,44168,0.034
花港观鱼,F,大学及以上,15487,0.615
柳浪闻莺,F,大学,18742,0.499
三潭印月,M,高中,12260,0.5
双峰插云,F,高中,30405,0.785
雷峰夕照,M,大学及以上,25371,0.87
南屏晚钟,F,大学,21011,0.553
苏提春晓,F,大学,38939,0.006
曲院风荷,M,高中,5219,0.443
平湖秋月,M,大学及以上,38300,0.761
断桥残雪,M,初中,31751,0.284
花港观鱼,F,初中,8231,0.636
柳浪闻莺,F,大学及以上,15723,0.528
三潭印月,M,高中,4623,0.324
双峰插云,M,大学及以上,7359,0.018
雷峰夕照,F,大学,12376,0.634
南屏晚钟,M,初中,14692,0.329
苏提春晓,M,初中,39112,0.484
曲院风荷,M,大学及以上,18859,0.879
平湖秋月,M,大学,4761,0.076
断桥残雪,M,大学及以上,49179,0.273
花港观鱼,M,大学,15910,0.628
柳浪闻莺,M,大学,27473,0.607
三潭印月,F,大学,41731,0.095
双峰插云,F,大学及以上,16367,0.695
雷峰夕照,F,初中,6798,0.318
南屏晚钟,M,高中,49624,0.92
苏提春晓,F,大学及以上,20419,0.468
曲院风荷,F,高中,28409,0.968
平湖秋月,M,初中,9959,0.83
断桥残雪,M,初中,5977,0.134
花港观鱼,M,大学及以上,42206,0.922
柳浪闻莺,F,初中,28464,0.444
三潭印月,F,高中,15135,0.879
双峰插云,F,高中,35107,0.242
雷峰夕照,F,高中,11562,0.207
南屏晚钟,M,初中,46527,0.407
苏提春晓,F,高中,31319,0.045
曲院风荷,M,初中,41737,0.331
平湖秋月,M,高中,30637,0.468
断桥残雪,M,高中,41843,0.649
花港观鱼,F,初中,25514,0.663
柳浪闻莺,M,大学,33975,0.078
三潭印月,F,大学,8545,0.525
双峰插云,M,大学及以上,17773,0.017
雷峰夕照,F,大学,5843,0.99
南屏晚钟,F,大学及以上,18586,0.458
苏提春晓,F,大学及以上,49322,0.589
曲院风荷,F,大学及以上,28325,0.095
平湖秋月,F,大学,17802,0.044
断桥残雪,F,大学,39488,0.408
花港观鱼,F,大学及以上,12536,0.342
柳浪闻莺,M,初中,44688,0.282
三潭印月,M,大学,8002,0.103
双峰插云,M,大学,41953,0.605
雷峰夕照,M,高中,31430,0.092
南屏晚钟,F,大学及以上,6027,0.144
苏提春晓,M,高中,19014,0.999
曲院风荷,F,初中,38575,0.871
平湖秋月,F,大学,16354,0.004
断桥残雪,F,初中,33632,0.334
花港观鱼,M,高中,18463,0.573
柳浪闻莺,M,大学及以上,18216,0.808
三潭印月,M,高中,49633,0.927
双峰插云,F,高中,31365,0.974
雷峰夕照,M,初中,10417,0.587
南屏晚钟,M,大学及以上,34552,0.214
苏提春晓,M,高中,32014,0.47
曲院风荷,M,大学,30060,0.347
平湖秋月,M,初中,20874,0.562
断桥残雪,F,大学,18687,0.047
花港观鱼,M,高中,11936,0.635
柳浪闻莺,M,初中,19299,0.729
三潭印月,F,高中,4855,0.166
双峰插云,F,初中,24711,0.805
雷峰夕照,M,初中,5670,0.552
南屏晚钟,M,大学及以上,25343,0.812
苏提春晓,F,大学,26183,0.766
曲院风荷,F,大学及以上,26749,0.241
平湖秋月,M,高中,11379,0.159
断桥残雪,M,大学,12864,0.437
花港观鱼,M,大学,16990,0.81
柳浪闻莺,F,初中,29959,0.532
三潭印月,M,大学,41304,0.404
双峰插云,M,大学及以上,16525,0.874
雷峰夕照,F,大学及以上,7084,0.064
南屏晚钟,F,大学,4443,0.355
苏提春晓,M,高中,40549,0.722
曲院风荷,F,大学,22355,0.824
平湖秋月,M,大学及以上,33645,0.765
断桥残雪,F,初中,11986,0.944
花港观鱼,M,大学,16362,0.376
柳浪闻莺,F,初中,23431,0.994
三潭印月,F,大学,18907,0.425
双峰插云,M,大学,48155,0.078
雷峰夕照,M,高中,28395,0.397
南屏晚钟,M,大学及以上,8525,0.309
苏提春晓,M,初中,24928,0.894
曲院风荷,F,大学,8928,0.727
平湖秋月,F,高中,15285,0.664
断桥残雪,M,大学及以上,3619,0.767
花港观鱼,F,大学,44154,0.745
柳浪闻莺,M,大学,24800,0.102
三潭印月,M,高中,24531,0.466
双峰插云,M,高中,4618,0.36
雷峰夕照,F,高中,18429,0.661
南屏晚钟,M,高中,3338,0.255
苏提春晓,M,初中,27469,0.832
曲院风荷,M,大学及以上,41856,0.272
平湖秋月,M,大学及以上,28963,0.899
断桥残雪,M,初中,21309,0.278
花港观鱼,F,大学,12097,0.142
柳浪闻莺,M,初中,35314,0.627
三潭印月,M,初中,9782,0.858
双峰插云,M,大学,40664,0.204
雷峰夕照,M,初中,29376,0.552
南屏晚钟,F,初中,9166,0.069
苏提春晓,F,高中,34712,0.045
曲院风荷,F,高中,26820,0.592
平湖秋月,M,初中,22196,0.95
断桥残雪,F,大学,6977,0.178
花港观鱼,M,初中,40220,0.766
柳浪闻莺,F,大学,18737,0.06
三潭印月,M,大学及以上,49489,0.002
双峰插云,F,大学,8207,0.164
雷峰夕照,F,大学及以上,12884,0.932
南屏晚钟,M,高中,13392,0.224
苏提春晓,M,大学及以上,44040,0.733
曲院风荷,F,大学及以上,14545,0.615
平湖秋月,M,初中,14222,0.262
断桥残雪,F,大学及以上,8659,0.863
花港观鱼,M,大学,17566,0.202
柳浪闻莺,M,高中,46445,0.077
三潭印月,F,初中,18857,0.929
双峰插云,F,初中,40675,0.014
雷峰夕照,M,大学,29258,0.174
南屏晚钟,F,高中,30140,0.129
苏提春晓,M,初中,44689,0.767
曲院风荷,M,大学及以上,25923,0.917
平湖秋月,F,高中,40717,0.096
断桥残雪,F,初中,18330,0.966
花港观鱼,M,大学,20939,0.941
柳浪闻莺,M,大学及以上,28599,0.473
三潭印月,F,初中,18306,0.866
双峰插云,F,大学及以上,4806,0.908
雷峰夕照,F,高中,14194,0.441
南屏晚钟,M,高中,22755,0.145
苏提春晓,F,高中,12878,0.843
曲院风荷,M,高中,17550,0.535
平湖秋月,M,初中,14575,0.402
断桥残雪,F,大学及以上,25014,0.288
花港观鱼,M,大学,33630,0.087
柳浪闻莺,F,高中,4614,0.637
三潭印月,M,大学,45649,0.208
双峰插云,F,大学及以上,32750,0.298
雷峰夕照,F,大学,33594,0.442
南屏晚钟,F,大学及以上,4815,0.073
苏提春晓,M,初中,15067,0.808
曲院风荷,M,高中,33228,0.156
平湖秋月,M,大学及以上,17980,0.513
断桥残雪,M,高中,25149,0.844
花港观鱼,F,初中,43451,0.823
柳浪闻莺,F,高中,27164,0.002
三潭印月,M,大学,3039,0.801
双峰插云,M,大学,24594,0.666
雷峰夕照,M,高中,20450,0.868
南屏晚钟,M,大学,35947,0.54
苏提春晓,M,高中,30754,0.807
曲院风荷,M,初中,49755,0.211
平湖秋月,F,大学及以上,21282,0.34
断桥残雪,M,大学及以上,49442,0.115
花港观鱼,F,大学,7017,0.378
柳浪闻莺,M,大学,35274,0.525
三潭印月,M,初中,21600,0.407
双峰插云,M,大学及以上,47059,0.898
雷峰夕照,M,初中,36041,0.791
南屏晚钟,M,初中,48756,0.071
苏提春晓,F,大学,14741,0.727
曲院风荷,F,初中,17136,0.229
平湖秋月,F,高中,30542,0.092
断桥残雪,F,初中,5957,0.184
花港观鱼,F,高中,31869,0.106
柳浪闻莺,M,大学,29491,0.233
三潭印月,F,大学,26219,0.555
双峰插云,M,大学,5367,0.62
雷峰夕照,M,高中,11121,0.802
南屏晚钟,F,大学及以上,7484,0.382
苏提春晓,F,大学及以上,29527,0.484
曲院风荷,F,高中,49695,0.301
平湖秋月,M,大学,37812,0.66
断桥残雪,M,初中,33326,0.882
花港观鱼,F,大学,5476,0.244
柳浪闻莺,F,初中,47351,0.627
三潭印月,M,大学及以上,20145,0.639
双峰插云,F,初中,35181,0.725
雷峰夕照,F,高中,6338,0.857
南屏晚钟,F,高中,16786,0.655
苏提春晓,M,初中,42564,0.658
曲院风荷,M,大学,46108,0.459
平湖秋月,F,高中,29662,0.072
断桥残雪,M,大学,14536,0.026
花港观鱼,F,高中,34905,0.782
柳浪闻莺,F,大学及以上,45876,0.237
三潭印月,M,高中,38873,0.695
双峰插云,M,高中,27995,0.882
雷峰夕照,M,大学,45949,0.413
南屏晚钟,F,大学,47967,0.588
苏提春晓,M,初中,42416,0.414
曲院风荷,F,高中,11511,0.736
平湖秋月,M,初中,36062,0.408
断桥残雪,F,大学,7497,0.429
花港观鱼,M,大学,25164,0.725
柳浪闻莺,F,大学,37662,0.678
三潭印月,M,高中,31854,0.921
双峰插云,M,大学及以上,7888,0.807
雷峰夕照,M,大学,43104,0.924
南屏晚钟,M,大学,34958,0.562
苏提春晓,M,高中,32020,0.31
曲院风荷,F,初中,42885,0.639
平湖秋月,F,初中,16704,0.215
断桥残雪,M,大学,7983,0.866
花港观鱼,M,大学,5380,0.837
柳浪闻莺,M,高中,44499,0.865
三潭印月,F,大学,40288,0.186
双峰插云,M,大学及以上,44420,0.751
雷峰夕照,F,大学及以上,32554,0.964
南屏晚钟,F,高中,18307,0.628
苏提春晓,F,初中,16444,0.248
曲院风荷,M,初中,46383,0.677
平湖秋月,F,高中,18786,0.647
断桥残雪,F,初中,27737,0.248
花港观鱼,M,高中,44555,0.54
柳浪闻莺,M,高中,38975,0.825
三潭印月,M,大学,45739,0.663
双峰插云,M,初中,27205,0.738
雷峰夕照,F,初中,6457,0.954
南屏晚钟,F,大学及以上,34683,0.219
苏提春晓,F,大学,20344,0.598
曲院风荷,F,初中,5719,0.629
平湖秋月,F,初中,42251,0.912
断桥残雪,F,大学及以上,41921,0.296
花港观鱼,M,初中,23559,0.522
柳浪闻莺,F,大学及以上,33296,0.16
三潭印月,F,初中,22362,0.385
双峰插云,F,大学及以上,33290,0.546
雷峰夕照,M,初中,16514,0.084
